precision,recall,f1,accuracy,specificity,fpr,fnr,tp,fp,fn,tn,name
0.9866761836781573,0.9866258815530654,0.986651026974477,0.9760284423826636,0.8828276789704337,0.11717232102807178,0.013374118446764657,58058,784,787,5907,2010_img007_p0008
0.9885191770381867,0.9857316537771461,0.9871234425002025,0.9767608642576635,0.8926195755449912,0.10738042445342512,0.014268346222685106,58377,678,845,5636,2010_img007_p0009
0.9873179348730149,0.9884050717382402,0.9878611992083974,0.9777832031248509,0.8640100071464188,0.13598999285179417,0.011594928261592995,59245,761,695,4835,2010_img007_p0013
0.9895008693008475,0.9853925029415053,0.9874424078084258,0.9772491455076634,0.8971220641731771,0.10287793582516891,0.014607497058326676,58621,622,869,5424,2010_img007_p0015
0.9879169080524725,0.9823074391045125,0.9851041831575013,0.9724578857420392,0.8471524288089465,0.1528475711889597,0.01769256089532296,59685,730,1075,4046,2010_img008_p0002
0.9919366782403871,0.9829112788818982,0.9874033497371987,0.976531982421726,0.8835827987624529,0.11641720123517126,0.01708872111793874,60279,490,1048,3719,2010_img008_p0004
0.9898114960837333,0.9816183125708063,0.9856978740557026,0.973587036132664,0.8712518347643715,0.12874816523353166,0.01838168742902918,59650,614,1117,4155,2010_img008_p0012
0.9909782773044049,0.9782900738036358,0.9845932948381311,0.9718322753904768,0.8975386376628554,0.10246136233523667,0.021709926196198406,58986,537,1309,4704,2010_img008_p0015
0.9871740781366996,0.9778502173184591,0.9824900222936701,0.9681854248045398,0.8670398880320731,0.13296011196617746,0.022149782681373763,58495,760,1325,4956,2010_img009_p0010
0.9824736932894631,0.9730902629464073,0.9777594607464345,0.960464477538916,0.8550021407152062,0.14499785928336664,0.02690973705342191,56954,1016,1575,5991,2010_img009_p0011
0.977322818375753,0.9738517234869561,0.9755841784321568,0.9566497802732916,0.818419964151636,0.1815800358469853,0.02614827651287234,56759,1317,1524,5936,2010_img009_p0012
0.9999999999998475,0.9999999999998475,0.9999999949998475,0.9999999999998475,0.0,0.0,0.0,65536,0,0,0,2010_img009_p0015
0.9814026597903638,0.9713496600064728,0.9763502778829073,0.9589233398436037,0.8735742586134306,0.12642574138536866,0.02865033999335245,55568,1053,1639,7276,2010_img009_p0020
0.978675777568167,0.9919144363132232,0.9852506325012236,0.9734344482420391,0.8167221177479869,0.18327788225056665,0.008085563686606267,58149,1267,474,5646,2010_img010_p0004
0.975236100262555,0.9856468772985655,0.9804138471803193,0.9665069580076651,0.857638534543466,0.14236146545551345,0.014353122701255118,54937,1395,800,8404,2010_img010_p0010
0.9886660432720168,0.9946958637467973,0.9916717825738695,0.9842834472654749,0.8190941842490502,0.18090581574837647,0.005304136253040503,61323,703,327,3183,2010_img010_p0013
0.9795048258496049,0.9926513115365917,0.9860342461469705,0.9747772216795388,0.8191111111098976,0.1808888888886209,0.0073486884632382975,58354,1221,432,5529,2010_img010_p0016
0.9960250040068929,0.9967119508555349,0.9963683540272347,0.993087768554536,0.9222326748168008,0.07776732518006345,0.003288049144304732,62142,248,205,2941,2010_img010_p0020
0.9921365803039995,0.993263861835964,0.9926998960429437,0.9862670898435996,0.8765274949061188,0.12347250509133535,0.006736138163873728,61193,485,415,3443,2010_img010_p0021
0.9962874986233863,0.9971345351490204,0.9967108319266013,0.9936218261717235,0.883226125675986,0.11677387431906594,0.0028654648508221895,63333,236,182,1785,2010_img010_p0035
0.9935090939427677,0.9964187097312365,0.994961769658323,0.9907989501951614,0.9327106037001683,0.0672893962981019,0.003581290268596171,59541,389,214,5392,2011_img001_p0000
0.9943457189012901,0.9966293805659012,0.9954862350460527,0.9916534423826612,0.9315778974647285,0.06842210253327664,0.00337061943393365,60319,343,204,4670,2011_img001_p0001
0.9814328488030073,0.9986213704597137,0.9899524992815735,0.9818267822264127,0.8363314656431196,0.163668534355406,0.001378629540116183,58673,1110,81,5672,2011_img001_p0003
0.9851949420440841,0.9963766185323536,0.9907542271243915,0.9840240478514124,0.9087168381148795,0.09128316188403758,0.003623381467468851,56097,843,204,8392,2011_img001_p0005
0.9876597775929516,0.995278817031713,0.9914546550053996,0.9853057861326622,0.9257920476281886,0.07420795237074823,0.004721182968108905,55865,698,265,8708,2011_img001_p0012
0.9967322891681025,0.9933105539244762,0.9950184748327331,0.9905395507810989,0.9365426695813175,0.06345733041555655,0.0066894460753634775,61920,203,417,2996,2011_img002_p0002
0.9950741318765453,0.9916082103453933,0.9933381428264351,0.9874725341795368,0.9204515620873709,0.07954843791000381,0.008391789654444832,61209,303,518,3506,2011_img002_p0005
0.9924903459040355,0.9925718981099437,0.9925311153317872,0.9861297607420371,0.9024754588115611,0.0975245411863049,0.00742810188989196,60398,457,452,4229,2011_img002_p0007
0.9946127613303358,0.9910534005284254,0.9928298858036945,0.9866943359373495,0.929205455724336,0.07079454427349904,0.008946599471410454,60372,327,545,4292,2011_img002_p0009
0.9943008244915097,0.9905265224645783,0.9924100799151042,0.9858703613279746,0.9214576731531882,0.07854232684454834,0.009473477535258111,60539,347,579,4071,2011_img002_p0013
0.993898172705958,0.9925738149789577,0.9932355473755279,0.9873046874998493,0.9061796347237774,0.09382036527372074,0.007426185020879861,61082,375,457,3622,2011_img002_p0017
0.9970535957339595,0.9939340729505957,0.9954913854742166,0.9913940429685988,0.9363542026947895,0.06364579730175149,0.0060659270492447815,62265,184,380,2707,2011_img002_p0022
0.9949708243333127,0.9936574372181273,0.9943136920632614,0.9892272949217241,0.9086651053837569,0.09133489461331577,0.006342562781711793,61726,312,394,3104,2011_img002_p0029
0.9955012130656027,0.9940478100431583,0.9947739756852463,0.9900665283201615,0.9126637554556686,0.0873362445412123,0.0059521899566812204,61959,280,371,2926,2011_img002_p0030
0.9971905678839299,0.9949919682508119,0.9960900498652083,0.9924316406248486,0.9126594700642167,0.08734052993087664,0.005008031749030677,63180,178,318,1860,2011_img002_p0033
0.9927335527386046,0.9935267165613343,0.9931299712848105,0.987136840820162,0.8939862134516425,0.10601378654598048,0.006473283438502752,60932,446,397,3761,2011_img002_p0034
0.9903043630364686,0.9845636583465585,0.987425661921243,0.976898193359226,0.8871874394245257,0.11281256057353593,0.01543634165327601,59445,582,932,4577,2011_img003_p0011
0.9963542335858608,0.9922109909793052,0.9942782909898615,0.9891052246092241,0.9246347941536367,0.07536520584304328,0.0077890090205348685,62037,227,487,2785,2011_img003_p0014
0.98497984895164,0.9846797128925744,0.9848297530547918,0.9726562499998517,0.8627784653452,0.13722153465325307,0.015320287107256346,58167,887,905,5577,2011_img003_p0016
